"TotLoop";"LoopNormInter";"TotCollateralETH";"OldcollateralETH";"OldCollateralUSD";"TotCollateralUSD";"NewCreditUSD";"NewCollateralETH";"TotCreditUSD";"NetRevenueUSD";"NewKeet10pctUSD";"TotKeet10pctUSD";"OraclePrice";"Leverage";"CollLoanRatio";"LoanCollRatio";"LiquidPreisMaxMint";"EndLiquidPriceUSD";"StartSoftLiquidUSD";"leverageEfficiency";"MaxCollUSDwSaftyPrice";"MaxCollUSD"
"0";"100";"            8.43";"            5.00";"           9’315";"          15’697";"       7’091";"            3.43";"       7’091";"      9’315";"            709";"            709";"      1’863";"     1.7";"        221%";"          45%";"             1’297";"              770";"             1’106";"           68.508%";"                8’961";"    11’948"
"1";"    1";"           10.77";"            8.43";"          15’697";"          20’068";"       4’858";"            2.35";"      11’948";"      9’315";"            486";"          1’195";"      1’863";"     2.2";"        168%";"          60%";"             1’297";"            1’015";"             1’457";"             27.9%";"               11’457";"    15’276"
"2";"200";"           13.60";"           10.77";"          25’454";"          32’139";"       7’428";"            2.83";"      19’376";"     14’701";"            743";"          1’938";"      2’363";"     2.7";"        166%";"          60%";"             1’646";"            1’303";"             1’871";"           26.262%";"               18’348";"    24’464"
"0";"100";"            8.41";"            5.00";"           9’315";"          15’666";"       7’057";"            3.41";"       7’057";"      9’315";"            706";"            706";"      1’863";"     1.7";"        222%";"          45%";"             1’284";"              764";"             1’108";"           68.184%";"                8’902";"    11’869"
"1";"    1";"           10.73";"            8.41";"          15’666";"          19’997";"       4’812";"            2.32";"      11’869";"      9’315";"            481";"          1’187";"      1’863";"     2.1";"        168%";"          59%";"             1’284";"            1’006";"             1’460";"             27.6%";"               11’362";"    15’150"
"2";"200";"           13.53";"           10.73";"          25’364";"          31’976";"       7’347";"            2.80";"      19’216";"     14’682";"            735";"          1’922";"      2’363";"     2.7";"        166%";"          60%";"             1’629";"            1’292";"             1’874";"           26.069%";"               18’169";"    24’225"
"0";"100";"            8.39";"            5.00";"           9’315";"          15’636";"       7’024";"            3.39";"       7’024";"      9’315";"            702";"            702";"      1’863";"     1.7";"        223%";"          45%";"             1’272";"              758";"             1’110";"           67.860%";"                8’842";"    11’790"
"1";"    1";"           10.70";"            8.39";"          15’636";"          19’926";"       4’766";"            2.30";"      11’790";"      9’315";"            477";"          1’179";"      1’863";"     2.1";"        169%";"          59%";"             1’272";"              998";"             1’462";"             27.4%";"               11’268";"    15’024"
"2";"200";"           13.46";"           10.70";"          25’273";"          31’813";"       7’267";"            2.77";"      19’056";"     14’663";"            727";"          1’906";"      2’363";"     2.7";"        167%";"          60%";"             1’613";"            1’281";"             1’877";"           25.876%";"               17’990";"    23’987"
"0";"100";"            8.38";"            5.00";"           9’315";"          15’607";"       6’991";"            3.38";"       6’991";"      9’315";"            699";"            699";"      1’863";"     1.7";"        223%";"          45%";"             1’259";"              751";"             1’112";"           67.545%";"                8’785";"    11’713"
